STT,SHS,SBD,Họ và tên,GT,Ngày sinh,NV1,NV2,Tiếng Anh,Toán 1,Ngữ văn,Hóa học,Tin học,Vật lý,Sinh học,Toán 2,Kết luận,SĐT,Tin nhắn
1610,2175,1931,Nguyễn Văn 1610,Nữ,08/11/2010,Chuyên tin học (thi Toán),,9.75,6,8.5,,,,,0.5,,984640899,
1611,2177,921,Nguyễn Văn 1611,,03/03/2010,Chuyên vật lý,Chuyên tin học (thi Toán),9.25,6,7.75,,,5.75,,3.5,Chuyên Vật lý,984640899,
1612,2178,1643,Nguyễn Văn 1612,,29/01/2010,Chuyên vật lý,,9.5,7,8.25,,,5.75,,,Chuyên Vật lý,984640899,
1613,2179,2329,Nguyễn Văn 1613,,12/03/2010,Chuyên tin học (thi Tin),,9,7.5,6,,9.75,,,,Chuyên Tin học (thi Tin),984640899,
1614,2180,239,Nguyễn Văn 1614,,08/07/2010,Chuyên toán học,,9,8,7.25,,,,,5.75,Chuyên Toán học,984640899,
1615,2181,1110,Nguyễn Văn 1615,,18/10/2010,Chuyên vật lý,,9.75,6,8.25,,,4.25,,,,984640899,
1616,2182,290,Nguyễn Văn 1616,,01/02/2010,Chuyên hóa học,,9.75,7.5,8.5,5.25,,,,,Chuyên Hoá học,984640899,
1617,2183,1351,Nguyễn Văn 1617,,17/03/2010,Chuyên tin học (thi Tin),,9.75,5,8.5,,10,,,,Chuyên Tin học (thi Tin),984640899,
1618,2184,1768,Nguyễn Văn 1618,,21/02/2010,Chuyên tin học (thi Toán),,9.5,6,6,,,,,1.5,,984640899,
1619,2185,961,Nguyễn Văn 1619,,17/05/2010,Chuyên toán học,,9,0.5,6.5,,,,,0,,984640899,
1620,2186,1850,Nguyễn Văn 1620,,16/10/2010,Chuyên sinh học,,10,5.5,8.5,,,,7,,Chuyên Sinh học,984640899,
1621,2187,1937,Nguyễn Văn 1621,Nữ,14/08/2010,Chuyên sinh học,,7.25,5,7.75,,,,7.5,,Chuyên Sinh học,984640899,
1622,2188,1219,Nguyễn Văn 1622,,20/04/2010,Chuyên vật lý,,10,6.5,8.75,,,3.5,,,,984640899,
1623,2189,192,Nguyễn Văn 1623,,18/10/2010,Chuyên tin học (thi Tin),,10,5.5,8.75,,7,,,,Chuyên Tin học (thi Tin),984640899,
1624,2191,1579,Nguyễn Văn 1624,Nữ,28/08/2010,Chuyên sinh học,,10,6,8.25,,,,6.25,,Chuyên Sinh học,984640899,
1625,2192,1153,Nguyễn Văn 1625,,15/02/2010,Chuyên tin học (thi Toán),,9.25,6,8.75,,,,,1.5,,984640899,
1626,2193,815,Nguyễn Văn 1626,,23/05/2010,Chuyên toán học,,8.75,7.5,8.5,,,,,6,Chuyên Toán học,984640899,
1627,2195,2516,Nguyễn Văn 1627,,24/06/2010,Chuyên tin học (thi Toán),,10,7.5,7.25,,,,,7,Chuyên Tin học (thi Toán),984640899,
1628,2196,952,Nguyễn Văn 1628,,18/05/2010,Chuyên tin học (thi Toán),,9.75,6,7.25,,,,,2,,984640899,
1629,2197,899,Nguyễn Văn 1629,,13/01/2010,Chuyên tin học (thi Toán),,10,6.5,5.25,,,,,4.5,,984640899,
1630,2198,2662,Nguyễn Văn 1630,,14/03/2010,Chuyên hóa học,,10,7,6.5,4.75,,,,,,984640899,
1631,2199,784,Nguyễn Văn 1631,Nữ,24/09/2010,Chuyên tin học (thi Toán),,8.5,6,7.75,,,,,1,,984640899,
1632,2201,1947,Nguyễn Văn 1632,,19/09/2010,Chuyên hóa học,,5.5,6,8.25,2.75,,,,,,984640899,
1633,2202,2339,Nguyễn Văn 1633,,09/09/2010,Chuyên hóa học,Chuyên tin học (thi Toán),9.75,6,7.5,6.25,,,,2.5,Chuyên Hoá học,984640899,
1634,2203,1769,Nguyễn Văn 1634,,26/03/2010,Chuyên tin học (thi Toán),,9.5,6.5,8.25,,,,,4.5,,984640899,
1635,2204,2137,Nguyễn Văn 1635,,17/04/2010,Chuyên tin học (thi Tin),,9.75,5,6.25,,10,,,,Chuyên Tin học (thi Tin),984640899,
1636,2205,2258,Nguyễn Văn 1636,Nữ,04/11/2010,Chuyên vật lý,,10,6,8.5,,,8.5,,,Chuyên Vật lý,984640899,
1637,2206,765,Nguyễn Văn 1637,Nữ,05/10/2010,Chuyên sinh học,,9.75,1.5,6.5,,,,2.5,,,984640899,
1638,2207,819,Nguyễn Văn 1638,,23/03/2010,Chuyên hóa học,,9.75,0,7.5,3.25,,,,,,984640899,
1639,2208,894,Nguyễn Văn 1639,,13/07/2010,Chuyên sinh học,,7.25,5,6.5,,,,6.75,,Chuyên Sinh học,984640899,
1640,2209,1985,Nguyễn Văn 1640,,25/08/2010,Chuyên sinh học,,9.5,6,8.5,,,,5,,,984640899,
1641,2210,1695,Nguyễn Văn 1641,,08/03/2010,Chuyên hóa học,,9,3.25,8,1.5,,,,,,984640899,
1642,2211,44,Nguyễn Văn 1642,,02/05/2010,Chuyên vật lý,,9.75,6,8.5,,,3.25,,,,984640899,
1643,2212,57,Nguyễn Văn 1643,Nữ,19/02/2010,Chuyên tin học (thi Toán),,10,8.5,8,,,,,7,Chuyên Tin học (thi Toán),984640899,
1644,2213,1442,Nguyễn Văn 1644,,15/12/2010,Chuyên vật lý,,10,4,6.5,,,2.5,,,,984640899,
1645,2215,504,Nguyễn Văn 1645,Nữ,11/10/2010,Chuyên sinh học,,10,5,7.25,,,,4.75,,,984640899,
1646,2217,2219,Nguyễn Văn 1646,,27/03/2010,Chuyên hóa học,,9.75,1,7.75,6,,,,,,984640899,
1647,2221,1654,Nguyễn Văn 1647,,30/12/2010,Chuyên hóa học,,6.75,6,7.5,6,,,,,Chuyên Hoá học,984640899,
1648,2222,1029,Nguyễn Văn 1648,,03/02/2010,Chuyên sinh học,,10,1.5,8.5,,,,2.5,,,984640899,
1649,2223,709,Nguyễn Văn 1649,,12/10/2010,Chuyên tin học (thi Tin),,10,6,7.25,,8.75,,,,Chuyên Tin học (thi Tin),984640899,
1650,2224,405,Nguyễn Văn 1650,Nữ,02/08/2010,Chuyên toán học,,9.75,4,7.75,,,,,3,,984640899,
1651,2225,1497,Nguyễn Văn 1651,Nữ,19/02/2010,Chuyên sinh học,,9.5,4,8.75,,,,7,,Chuyên Sinh học,984640899,
1652,2226,872,Nguyễn Văn 1652,,08/01/2010,Chuyên tin học (thi Toán),,7.5,3.5,7.75,,,,,2,,984640899,
1653,2227,2392,Nguyễn Văn 1653,Nữ,09/11/2010,Chuyên vật lý,,8.75,4,7.25,,,3.5,,,,984640899,
1654,2228,2436,Nguyễn Văn 1654,Nữ,18/03/2010,Chuyên toán học,,9.25,6,7.75,,,,,8,Chuyên Toán học,984640899,
1655,2230,1554,Nguyễn Văn 1655,,21/10/2010,Chuyên toán học,,10,8.5,8,,,,,8,Chuyên Toán học,984640899,
1656,2231,1118,Nguyễn Văn 1656,,06/03/2010,Chuyên hóa học,,10,6,8.5,5.75,,,,,Chuyên Hoá học,984640899,
1657,2232,679,Nguyễn Văn 1657,Nữ,14/04/2010,Chuyên sinh học,,9.5,2.5,8.25,,,,5.25,,,984640899,
1658,2233,1164,Nguyễn Văn 1658,,27/08/2010,Chuyên vật lý,Chuyên tin học (thi Toán),9.5,7.5,6.5,,,4,,2.5,,984640899,
1659,2234,2345,Nguyễn Văn 1659,,15/09/2010,Chuyên toán học,,7.5,7.5,6.25,,,,,7,Chuyên Toán học,984640899,
1660,2235,2570,Nguyễn Văn 1660,,09/03/2010,Chuyên tin học (thi Toán),,9.75,6.5,8.5,,,,,3,,984640899,
1661,2236,895,Nguyễn Văn 1661,,19/08/2010,Chuyên vật lý,,10,4.5,6.75,,,2.25,,,,984640899,
1662,2237,1175,Nguyễn Văn 1662,,16/04/2010,Chuyên tin học (thi Toán),,9.75,6.5,7.75,,,,,7,Chuyên Tin học (thi Toán),984640899,
1663,2238,88,Nguyễn Văn 1663,,16/08/2010,Chuyên toán học,,10,5.5,8,,,,,7,Chuyên Toán học,984640899,
1664,2240,350,Nguyễn Văn 1664,Nữ,09/11/2010,Chuyên vật lý,,9.25,3,8.25,,,6.5,,,,984640899,
1665,2241,816,Nguyễn Văn 1665,,05/06/2010,Chuyên vật lý,,9.75,6,7.5,,,6,,,Chuyên Vật lý,984640899,
1666,2242,510,Nguyễn Văn 1666,Nữ,15/06/2010,Chuyên sinh học,,10,6,7.75,,,,7.75,,Chuyên Sinh học,984640899,
1667,2243,622,Nguyễn Văn 1667,,25/08/2010,Chuyên toán học,,10,6,8.25,,,,,4.25,,984640899,
1668,2244,491,Nguyễn Văn 1668,,27/03/2010,Chuyên hóa học,,9.5,6.5,8,9.75,,,,,Chuyên Hoá học,984640899,
1669,2245,2633,Nguyễn Văn 1669,,16/02/2010,Chuyên vật lý,,10,6.5,9,,,5.25,,,Chuyên Vật lý,984640899,
1670,2246,451,Nguyễn Văn 1670,,10/03/2010,Chuyên toán học,Chuyên vật lý,9.75,7.5,8.25,,,0,,7,Chuyên Toán học,984640899,
1671,2247,176,Nguyễn Văn 1671,,02/11/2010,Chuyên toán học,,10,7,8.75,,,,,5.5,,984640899,
1672,2248,2584,Nguyễn Văn 1672,,03/06/2010,Chuyên vật lý,Chuyên tin học (thi Toán),9.5,7.5,7,,,3,,2.5,,984640899,
1673,2249,745,Nguyễn Văn 1673,Nữ,22/05/2010,Chuyên tin học (thi Toán),,9.5,3,8.25,,,,,0.5,,984640899,
1674,2250,362,Nguyễn Văn 1674,Nữ,13/08/2010,Chuyên tin học (thi Toán),,9.75,0,8.25,,,,,0,,984640899,
1675,2251,1177,Nguyễn Văn 1675,,14/12/2010,Chuyên tin học (thi Toán),,9.75,5,8.5,,,,,0.5,,984640899,
1676,2252,671,Nguyễn Văn 1676,Nữ,13/10/2010,Chuyên sinh học,,7.75,0.5,6.75,,,,3.75,,,984640899,
1677,2253,2412,Nguyễn Văn 1677,,05/05/2010,Chuyên toán học,Chuyên hóa học,8.75,1,6.5,0.25,,,,0,,984640899,
1678,2254,1683,Nguyễn Văn 1678,,18/02/2010,Chuyên tin học (thi Toán),,8.5,6,7,,,,,3.75,,984640899,
1679,2255,874,Nguyễn Văn 1679,,02/11/2010,Chuyên tin học (thi Toán),,7.5,6,8.75,,,,,8,Chuyên Tin học (thi Toán),984640899,
1680,2257,2588,Nguyễn Văn 1680,,02/08/2010,Chuyên sinh học,,8.5,2.5,8.5,,,,5,,,984640899,
1681,2258,184,Nguyễn Văn 1681,Nữ,19/02/2010,Chuyên hóa học,,9.75,6,7.75,1.5,,,,,,984640899,
1682,2259,1860,Nguyễn Văn 1682,,09/01/2010,Chuyên sinh học,,9,3,8.75,,,,6,,,984640899,
1683,2260,768,Nguyễn Văn 1683,Nữ,07/01/2010,Chuyên hóa học,,9.75,7.5,8.5,5.75,,,,,Chuyên Hoá học,984640899,
1684,2262,273,Nguyễn Văn 1684,,08/02/2010,Chuyên vật lý,Chuyên tin học (thi Toán),10,8.5,7.5,,,7.5,,6.5,Chuyên Vật lý; Chuyên Tin học (thi Toán),984640899,
1685,2263,942,Nguyễn Văn 1685,,19/10/2010,Chuyên tin học (thi Toán),,8.75,8,7.5,,,,,6,Chuyên Tin học (thi Toán),984640899,
1686,2265,254,Nguyễn Văn 1686,,01/02/2010,Chuyên tin học (thi Toán),,10,7.5,8.25,,,,,3.5,,984640899,
1687,2266,1252,Nguyễn Văn 1687,,19/07/2010,Chuyên vật lý,,9.75,6.5,8,,,4.75,,,,984640899,
1688,2267,2326,Nguyễn Văn 1688,,12/01/2010,Chuyên toán học,,7,1.5,7.25,,,,,0,,984640899,
1689,2268,92,Nguyễn Văn 1689,,31/08/2010,Chuyên toán học,,9.75,2.5,7.25,,,,,0,,984640899,
1690,2270,45,Nguyễn Văn 1690,,14/03/2010,Chuyên vật lý,,8.5,6,6.5,,,3,,,,984640899,
1691,2271,2199,Nguyễn Văn 1691,,03/01/2010,Chuyên vật lý,,9,4,8.5,,,5,,,,984640899,
1692,2272,2689,Nguyễn Văn 1692,,17/04/2010,Chuyên tin học (thi Toán),,9.5,7.5,8.5,,,,,8,Chuyên Tin học (thi Toán),984640899,
1693,2273,1585,Nguyễn Văn 1693,,24/01/2010,Chuyên toán học,Chuyên vật lý,7.5,8.5,7,,,4.25,,4.5,Chuyên Vật lý,984640899,
1694,2274,2721,Nguyễn Văn 1694,,23/10/2010,Chuyên toán học,,8.25,7.5,7.5,,,,,6.75,Chuyên Toán học,984640899,
1695,2275,2267,Nguyễn Văn 1695,,06/08/2010,Chuyên tin học (thi Toán),,9.75,7.5,6.5,,,,,3.5,,984640899,
1696,2276,629,Nguyễn Văn 1696,,05/12/2010,Chuyên tin học (thi Toán),,10,6,7.5,,,,,1,,984640899,
1697,2277,2571,Nguyễn Văn 1697,,11/01/2010,Chuyên vật lý,Chuyên tin học (thi Toán),9,6.5,8.5,,,5.5,,4.25,Chuyên Vật lý,984640899,
1698,2278,2425,Nguyễn Văn 1698,Nữ,28/03/2010,Chuyên sinh học,,9.5,3,8.5,,,,6,,,984640899,
1699,2280,561,Nguyễn Văn 1699,,16/01/2010,Chuyên vật lý,,9.25,6,7,,,3,,,,984640899,
1700,2281,2440,Nguyễn Văn 1700,,14/12/2010,Chuyên vật lý,,10,7.5,7,,,7,,,Chuyên Vật lý,984640899,
1701,2283,1335,Nguyễn Văn 1701,,08/07/2010,Chuyên hóa học,,9.25,6,7.5,4.25,,,,,,984640899,
1702,2284,2299,Nguyễn Văn 1702,,07/10/2010,Chuyên tin học (thi Toán),,9,6,8.25,,,,,1,,984640899,
1703,2287,514,Nguyễn Văn 1703,,03/01/2010,Chuyên toán học,,9.5,7,7.75,,,,,5,,984640899,
1704,2288,924,Nguyễn Văn 1704,,03/01/2010,Chuyên hóa học,Chuyên sinh học,10,6.5,7.75,7,,,0,,Chuyên Hoá học,984640899,
1705,2290,2601,Nguyễn Văn 1705,,07/06/2010,Chuyên vật lý,,10,4,7.75,,,4.75,,,,984640899,
1706,2291,2176,Nguyễn Văn 1706,,19/03/2010,Chuyên hóa học,,9.25,5,8,4,,,,,,984640899,
1707,2292,2478,Nguyễn Văn 1707,,26/03/2010,Chuyên tin học (thi Toán),,9.5,7.5,7.25,,,,,5,,984640899,
1708,2293,2097,Nguyễn Văn 1708,,23/10/2010,Chuyên toán học,,8.5,4,8.25,,,,,0.5,,984640899,
1709,2295,408,Nguyễn Văn 1709,Nữ,15/01/2010,Chuyên sinh học,,10,2.5,8.75,,,,5,,,984640899,
1710,2297,650,Nguyễn Văn 1710,,22/01/2010,Chuyên tin học (thi Toán),,9.75,7,8.5,,,,,5.25,,984640899,
1711,2298,1642,Nguyễn Văn 1711,,10/01/2010,Chuyên tin học (thi Toán),,9.25,7,8.25,,,,,3.5,,984640899,
1712,2299,1208,Nguyễn Văn 1712,Nữ,11/01/2010,Chuyên toán học,,9,6,7.25,,,,,3,,984640899,
1713,2300,603,Nguyễn Văn 1713,,02/10/2010,Chuyên toán học,,10,8,8.5,,,,,6.5,Chuyên Toán học,984640899,
1714,2304,2705,Nguyễn Văn 1714,,11/12/2010,Chuyên toán học,,8.75,6,7,,,,,2.5,,984640899,
1715,2305,1890,Nguyễn Văn 1715,Nữ,15/08/2010,Chuyên sinh học,,10,4,6.75,,,,7.25,,Chuyên Sinh học,984640899,
1716,2306,1618,Nguyễn Văn 1716,,13/06/2010,Chuyên tin học (thi Toán),,6.75,6,7.75,,,,,1.75,,984640899,
1717,2307,2090,Nguyễn Văn 1717,,27/11/2010,Chuyên tin học (thi Toán),,7,6,8.25,,,,,4.5,,984640899,
1718,2308,1447,Nguyễn Văn 1718,Nữ,05/01/2010,Chuyên hóa học,,9.5,7.5,8.5,2.75,,,,,,984640899,
1719,2309,520,Nguyễn Văn 1719,,14/09/2010,Chuyên toán học,,9.75,6,8,,,,,4.75,,984640899,
1720,2312,4,Nguyễn Văn 1720,,29/07/2010,Chuyên hóa học,,9.75,3.5,5.75,7.75,,,,,,984640899,
1721,2313,127,Nguyễn Văn 1721,Nữ,21/03/2010,Chuyên vật lý,,10,5.5,6.75,,,3.5,,,,984640899,
1722,2314,583,Nguyễn Văn 1722,,02/11/2010,Chuyên hóa học,,10,7.5,8,7.25,,,,,Chuyên Hoá học,984640899,
1723,2315,1475,Nguyễn Văn 1723,Nữ,20/04/2010,Chuyên hóa học,,9.75,4.5,9,3.25,,,,,,984640899,
1724,2318,1870,Nguyễn Văn 1724,,13/02/2010,Chuyên tin học (thi Toán),,9.75,4,8.75,,,,,2,,984640899,
1725,2320,244,Nguyễn Văn 1725,,12/04/2010,Chuyên tin học (thi Tin),,9.25,6,8,,5.5,,,,,984640899,
1726,2321,1592,Nguyễn Văn 1726,,19/04/2010,Chuyên sinh học,,10,7.5,8.5,,,,6.75,,Chuyên Sinh học,984640899,
1727,2322,1663,Nguyễn Văn 1727,,22/01/2010,Chuyên tin học (thi Toán),,9.5,2.5,9,,,,,0.5,,984640899,
1728,2323,347,Nguyễn Văn 1728,Nữ,06/07/2010,Chuyên tin học (thi Toán),,10,7.5,9,,,,,7,Chuyên Tin học (thi Toán),984640899,
1729,2324,141,Nguyễn Văn 1729,Nữ,20/01/2010,Chuyên sinh học,,8.75,1.5,7,,,,5.5,,,984640899,
1730,2325,113,Nguyễn Văn 1730,Nữ,01/06/2010,Chuyên toán học,Chuyên hóa học,8.75,6,8.25,0.75,,,,0.5,,984640899,
1731,2326,2600,Nguyễn Văn 1731,,01/03/2010,Chuyên tin học (thi Toán),,9.25,4.5,6.75,,,,,2.75,,984640899,
1732,2327,624,Nguyễn Văn 1732,Nữ,24/07/2010,Chuyên hóa học,,10,2,8,4.25,,,,,,984640899,
1733,2328,1273,Nguyễn Văn 1733,,23/05/2010,Chuyên toán học,,9.75,7,8.75,,,,,3,,984640899,
1734,2329,1991,Nguyễn Văn 1734,,30/03/2010,Chuyên vật lý,Chuyên tin học (thi Toán),9.75,1.5,7,,,2,,0.5,,984640899,
1735,2330,1382,Nguyễn Văn 1735,,10/11/2010,Chuyên hóa học,Chuyên tin học (thi Toán),9.25,7,8.5,7.25,,,,2,Chuyên Hoá học,984640899,
1736,2331,1630,Nguyễn Văn 1736,,21/10/2010,Chuyên sinh học,,9.5,6.5,8,,,,8.5,,Chuyên Sinh học,984640899,
1737,2332,1357,Nguyễn Văn 1737,,15/01/2010,Chuyên vật lý,Chuyên toán học,9.25,5.5,8.5,,,7.5,,2,Chuyên Vật lý,984640899,
1738,2333,118,Nguyễn Văn 1738,Nữ,03/03/2010,Chuyên toán học,,9.25,5.5,8.5,,,,,1.5,,984640899,
1739,2334,440,Nguyễn Văn 1739,,11/01/2010,Chuyên toán học,,10,6.5,8.5,,,,,7,Chuyên Toán học,984640899,
1740,2336,1652,Nguyễn Văn 1740,,21/11/2010,Chuyên tin học (thi Toán),,9.75,5,7.5,,,,,2.5,,984640899,
1741,2338,2441,Nguyễn Văn 1741,Nữ,07/11/2010,Chuyên sinh học,,8.75,2,9,,,,3.5,,,984640899,
1742,2339,2305,Nguyễn Văn 1742,,21/12/2010,Chuyên vật lý,,10,7.5,6.5,,,5,,,Chuyên Vật lý,984640899,
1743,2340,2596,Nguyễn Văn 1743,,05/10/2010,Chuyên hóa học,,9.25,5,7.75,3.5,,,,,,984640899,
1744,2341,322,Nguyễn Văn 1744,,01/10/2010,Chuyên tin học (thi Toán),,9,7.5,7.25,,,,,7,Chuyên Tin học (thi Toán),984640899,
1745,2342,1501,Nguyễn Văn 1745,Nữ,10/02/2010,Chuyên sinh học,,10,3,9,,,,4.25,,,984640899,
1746,2343,1338,Nguyễn Văn 1746,,02/07/2010,Chuyên hóa học,,10,6,8,4,,,,,,984640899,
1747,2345,2356,Nguyễn Văn 1747,,03/11/2010,Chuyên tin học (thi Toán),,9.5,7.5,7,,,,,6.5,Chuyên Tin học (thi Toán),984640899,
1748,2346,554,Nguyễn Văn 1748,,11/09/2010,Chuyên tin học (thi Toán),,8.25,7.5,8.25,,,,,6,Chuyên Tin học (thi Toán),984640899,
1749,2347,1122,Nguyễn Văn 1749,,16/06/2010,Chuyên tin học (thi Toán),,9.5,7,7.5,,,,,7,Chuyên Tin học (thi Toán),984640899,
1750,2349,541,Nguyễn Văn 1750,,01/01/2010,Chuyên tin học (thi Tin),,9.75,6.25,8,,5.25,,,,,984640899,
1751,2350,1512,Nguyễn Văn 1751,Nữ,21/03/2010,Chuyên sinh học,,9.25,1.5,9,,,,7.25,,,984640899,
1752,2352,481,Nguyễn Văn 1752,,19/11/2010,Chuyên sinh học,,9.75,4,8.25,,,,7,,Chuyên Sinh học,984640899,
1753,2353,614,Nguyễn Văn 1753,,25/03/2010,Chuyên toán học,,7.25,6,7.75,,,,,6.25,,984640899,
1754,2354,727,Nguyễn Văn 1754,Nữ,02/05/2010,Chuyên hóa học,,9.75,5,8,4.25,,,,,,984640899,
1755,2355,2040,Nguyễn Văn 1755,Nữ,15/11/2010,Chuyên hóa học,,9.5,6,8.25,2.75,,,,,,984640899,
1756,2356,218,Nguyễn Văn 1756,Nữ,04/05/2010,Chuyên sinh học,,9.25,0,7.75,,,,4,,,984640899,
1757,2357,980,Nguyễn Văn 1757,,03/01/2010,Chuyên tin học (thi Toán),,9.5,7.5,8.25,,,,,5.5,,984640899,
1758,2358,2641,Nguyễn Văn 1758,,16/08/2010,Chuyên sinh học,,9.75,7,7.25,,,,7.5,,Chuyên Sinh học,984640899,
1759,2359,695,Nguyễn Văn 1759,,01/10/2010,Chuyên tin học (thi Toán),,9.25,7,8.25,,,,,3,,984640899,
1760,2361,1616,Nguyễn Văn 1760,,08/02/2010,Chuyên tin học (thi Toán),,9.25,7,9,,,,,7.5,Chuyên Tin học (thi Toán),984640899,
1761,2362,2646,Nguyễn Văn 1761,,02/08/2010,Chuyên vật lý,,9.5,1.75,8.25,,,1.75,,,,984640899,
1762,2363,600,Nguyễn Văn 1762,,18/07/2010,Chuyên vật lý,,9.25,2.5,7.75,,,5,,,,984640899,
1763,2364,903,Nguyễn Văn 1763,,27/04/2010,Chuyên tin học (thi Toán),,10,7,8.25,,,,,8,Chuyên Tin học (thi Toán),984640899,
1764,2366,2530,Nguyễn Văn 1764,,11/08/2010,Chuyên vật lý,,7.75,3.5,8.25,,,3.25,,,,984640899,
1765,2367,211,Nguyễn Văn 1765,Nữ,17/08/2010,Chuyên hóa học,,9.25,7.5,7.75,7,,,,,Chuyên Hoá học,984640899,
1766,2368,2450,Nguyễn Văn 1766,,06/02/2010,Chuyên tin học (thi Toán),,9.75,7.5,8.25,,,,,7,Chuyên Tin học (thi Toán),984640899,
1767,2369,2520,Nguyễn Văn 1767,,11/02/2010,Chuyên tin học (thi Toán),,8.75,3,8.25,,,,,0.5,,984640899,
1768,2370,617,Nguyễn Văn 1768,,15/06/2010,Chuyên tin học (thi Tin),,9.5,6,6,,10,,,,Chuyên Tin học (thi Tin),984640899,
1769,2371,1400,Nguyễn Văn 1769,,27/10/2010,Chuyên tin học (thi Toán),,8.5,6.5,8.5,,,,,5.5,,984640899,
1770,2372,164,Nguyễn Văn 1770,Nữ,23/05/2010,Chuyên sinh học,,8.75,1.5,8.75,,,,7.25,,,984640899,
1771,2374,1640,Nguyễn Văn 1771,,30/07/2010,Chuyên tin học (thi Tin),,10,4.5,8.5,,10,,,,Chuyên Tin học (thi Tin),984640899,
1772,2375,1456,Nguyễn Văn 1772,,20/03/2010,Chuyên hóa học,,9.5,7,8,7.5,,,,,Chuyên Hoá học,984640899,
1773,2377,2188,Nguyễn Văn 1773,,30/11/2010,Chuyên tin học (thi Toán),,9.75,5,8,,,,,0.5,,984640899,
1774,2378,1224,Nguyễn Văn 1774,,04/07/2010,Chuyên vật lý,,9.5,1.5,6.25,,,1,,,,984640899,
1775,2380,1470,Nguyễn Văn 1775,Nữ,19/02/2010,Chuyên toán học,,9.75,7.5,9,,,,,4,,984640899,
1776,2381,2061,Nguyễn Văn 1776,,07/01/2010,Chuyên tin học (thi Toán),,9.75,7.5,8.25,,,,,5,,984640899,
1777,2382,990,Nguyễn Văn 1777,,31/07/2010,Chuyên sinh học,,10,1.5,6.5,,,,7.25,,,984640899,
1778,2383,1128,Nguyễn Văn 1778,,08/10/2010,Chuyên tin học (thi Toán),,10,4.5,8.25,,,,,5,,984640899,
1779,2384,1875,Nguyễn Văn 1779,,20/08/2010,Chuyên sinh học,,8.25,6,8.25,,,,7,,Chuyên Sinh học,984640899,
1780,2385,2462,Nguyễn Văn 1780,Nữ,30/03/2010,Chuyên hóa học,,9.75,4,8,2.5,,,,,,984640899,
1781,2386,775,Nguyễn Văn 1781,Nữ,18/09/2010,Chuyên tin học (thi Toán),,10,7.5,9,,,,,3.5,,984640899,
1782,2389,2513,Nguyễn Văn 1782,,04/09/2010,Chuyên toán học,,9.5,7.5,7.75,,,,,8,Chuyên Toán học,984640899,
1783,2390,1662,Nguyễn Văn 1783,,05/09/2010,Chuyên vật lý,,10,5,8,,,3.75,,,,984640899,
1784,2391,994,Nguyễn Văn 1784,,07/09/2010,Chuyên tin học (thi Toán),,8.5,6.5,8.5,,,,,4.5,,984640899,
1785,2392,818,Nguyễn Văn 1785,,10/03/2010,Chuyên toán học,,8.75,7.5,9,,,,,6.5,Chuyên Toán học,984640899,
1786,2393,935,Nguyễn Văn 1786,,27/04/2010,Chuyên tin học (thi Toán),,10,7.5,8,,,,,7,Chuyên Tin học (thi Toán),984640899,
1787,2394,2455,Nguyễn Văn 1787,Nữ,26/08/2010,Chuyên hóa học,Chuyên sinh học,9.25,4,8.75,2.75,,,0,,,984640899,
1788,2397,1510,Nguyễn Văn 1788,Nữ,26/09/2010,Chuyên sinh học,,9.25,0.5,9,,,,8.5,,,984640899,
1789,2398,1902,Nguyễn Văn 1789,Nữ,17/06/2010,Chuyên toán học,,10,7,8.25,,,,,4,,984640899,
1790,2399,1301,Nguyễn Văn 1790,,21/10/2010,Chuyên sinh học,,9.5,0,6,,,,3.75,,,984640899,
1791,2400,1767,Nguyễn Văn 1791,,19/02/2010,Chuyên toán học,,8.75,7.5,7.5,,,,,6.5,Chuyên Toán học,984640899,
1792,2401,2200,Nguyễn Văn 1792,,26/05/2010,Chuyên tin học (thi Toán),,9,6,7,,,,,2,,984640899,
1793,2402,151,Nguyễn Văn 1793,Nữ,04/05/2010,Chuyên sinh học,,8.25,2.5,8.5,,,,3.5,,,984640899,
1794,2403,1788,Nguyễn Văn 1794,,06/01/2010,Chuyên hóa học,,10,6,9,4.25,,,,,,984640899,
1795,2405,1374,Nguyễn Văn 1795,Nữ,13/12/2010,Chuyên sinh học,,9,2,6,,,,5.25,,,984640899,
1796,2406,2546,Nguyễn Văn 1796,,16/01/2010,Chuyên toán học,,9.5,4,7.75,,,,,0.25,,984640899,
1797,2407,2419,Nguyễn Văn 1797,Nữ,25/03/2010,Chuyên hóa học,Chuyên tin học (thi Toán),8.75,6,9,6.5,,,,3.5,Chuyên Hoá học,984640899,
1798,2408,1492,Nguyễn Văn 1798,Nữ,14/06/2010,Chuyên tin học (thi Toán),,9.75,6,8.5,,,,,2,,984640899,
1799,2409,1677,Nguyễn Văn 1799,Nữ,03/01/2010,Chuyên sinh học,,9.5,4,9,,,,7.5,,Chuyên Sinh học,984640899,
1800,2410,1835,Nguyễn Văn 1800,,26/06/2010,Chuyên tin học (thi Tin),,7.5,5.5,7.75,,0,,,,,984640899,
1801,2411,1808,Nguyễn Văn 1801,,10/04/2010,Chuyên vật lý,,8.75,7.5,6.75,,,8.25,,,Chuyên Vật lý,984640899,
1802,2412,559,Nguyễn Văn 1802,,25/03/2010,Chuyên toán học,,9.75,7,7.75,,,,,7.5,Chuyên Toán học,984640899,
1803,2413,1248,Nguyễn Văn 1803,,20/12/2010,Chuyên tin học (thi Toán),,9,5,8,,,,,2,,984640899,
